aid,series_type,test_subject,video_type,test_brand,title,bili_typeid,duration,publish_time
70837534,BBT,手机,开箱,三星,三星Galaxy Fold折叠屏手机开箱【BB Time第226期】,95,13:43,1570845603
70803286,正片,音箱,影音,小度,我和我的养成女友-小度智能音箱play青春版【值不值得买第379期】,191,11:22,1570759203
70580288,BBT,摄像,开箱,哈苏,全国只有100台的哈苏X1D II 50C开箱体验【BB Time第225期】,190,12:51,1570586402
70495043,正片,手表,穿戴,华米,内外兼备的智能手表_华米GTS智能手表【值不值得买378期】,191,11:53,1570500014
69977812,正片,书写,电子纸,SuperNote,超级笔记本_SuperNote A6 Agile【值不值得买377期】,191,16:10,1570154432
69709294,BBT,羊肉饸饹,旅行,,榆林行下吃吃吃！羊肉饸饹太扎实了！【BB Time第224期】,76,21:17,1570068046
69565235,正片,微波炉,居家,小米,假期在家吃剩菜，真香！米家微波炉【值不值得买第376期】,191,12:07,1569895212
69435883,BBT,手机|音箱,开箱,华为|Bose,华为Mate30Pro和BOSE智能音频眼镜开箱体验【BB Time第222期】,95,13:39,1569808830
69412072,BBT,,旅行,,我和祖国的花朵【BB Time第223期】,21,21:50,1569981607
69104594,正片,稳定器,摄影,大疆,这一切都是为了小姐姐啊_DJI Osmo Mobile3【值不值得买第375期】,190,16:34,1569549647
68971084,BBT,旅行箱|摄影包,开箱,地平线,地平线8号旅行箱和PD巅峰设计摄影包体验【BB Time第221期】,190,10:39,1569463218
68880301,BBT,电脑,装机,,装机猿潜入TESTV，古理线大法拯救男后期【BB Time第220期】,189,8:51,1569376824
68795772,正片,,手机,魅族,这手机看上去很美味呀_魅族16S Pro【值不值得买第374期】,95,17:17,1569290434
68550483,BBT,手机,开箱,苹果,购买iPhone 11的一天【BB Time第219期】,95,15:36,1569117657
68299275,正片,,摄影,Insta360,拇指大小的相机能拍Vlog?insta360 GO【值不值得买第373期】,190,10:21,1568944806
68024580,BBT,,旅行,,TESTV霸占私人小岛胡吃海喝【BB Time第218期】,21,17:25,1568772011
67998810,正片,,摄影,索尼,寻找最完美的VLOG相机-索尼黑卡7 RX100 Ⅶ【值不值得买第372期】,190,16:46,1568685608
67512778,正片,,手机,多亲,便宜好用非智能_多亲AI 1s+电话【值不值得买第371期】,95,17:32,1568340021
67218609,正片,,摄影,萌宝拍,捕获少女心的儿童相机_萌宝拍C1【值不值得买第370期】,190,11:59,1568080852
67216476,BBT,月饼,美食,,芥末味月饼你吃过没【BB Time第217期】,21,16:29,1568167202
66956291,BBT,相机|手机,开箱,索尼|魅族,黑卡7和魅族16s Pro开箱体验【BB Time第216期】,95,15:37,1567908054
66757686,正片,手环,穿戴,Keep,女后妻减肥记_Keep手环及App【值不值得买第369期】,191,15:49,1567735224
66521124,BBT,,旅行,阿里巴巴,阿里巴巴员工食堂长啥样【BB Time第215期】,21,16:59,1567562425
66446692,正片,鼠标,外设,科大讯飞,能听会说的鼠标，科大讯飞无线语音鼠标飞鼠【值不值得买第368期】,191,14:24,1567476059
65949714,正片,耳机,影音,小鸟,不仅仅是分体式蓝牙耳机_小鸟TRACK Air+耳机【值不值得买第367期】,191,17:22,1567130420
65560848,BBT,硬盘,开箱,Sandisk,iPad选什么硬盘_SanDisk SSD开箱【BB Time第214期】,189,16:55,1566957621
65523681,正片,,平板,华为|苹果,大学生要买一个平板电脑吗？华为M6和iPad mini 5【值不值得买第366期】,95,20:23,1566871204
64942458,正片,吸尘器,居家,戴森,不差钱的人用的_戴森V11absolute无线吸尘器【值不值得买第365期】,191,11:34,1566525612
64619694,BBT,平板,开箱,苹果,iPad mini5开箱初体验【BB Time第213期】,95,14:13,1566352842
64455681,正片,家教机,教育,步步高,爸爸再也不用担心你的学习了吗？步步高家教机 S5【值不值得买第364期】,191,13:20,1566266417
63913759,正片,稳定器,摄影,大疆,我的相机可以自动跟踪别人_DJI如影SC【值不值得买第363期】,190,13:07,1565920844
63757988,BBT,桂林,旅行,,沙雕网友去桂林“避暑”嗦粉 游龙脊梯田（下）【BB Time第212期】,21,25:56:00,1565834430
63600656,BBT,桂林,旅行,,沙雕网友去桂林“避暑”嗦粉（上）【BB Time第211期】,21,23:28,1565748013
63437080,正片,耳机,影音,Bose,超越Sony 1000XM3？_Bose 700无线消噪耳机【值不值得买第362期】,191,22:52,1565661615
62856933,正片,机器人,玩具,大疆,機甲大師の奧義-大疆 Robomaster S1 【值不值得买第361期】,191,12:30,1565316014
62383948,正片,风扇,居家,智米,它能让你清凉一夏？智米2s智能落地扇【值不值得买第360期】,191,11:14,1565056801
62348752,BBT,模拟飞行,旅行,,普通人开飞机会怎样【BB Time第210期】,191,26:40:00,1565143212
61873760,BBT,稳定器,开箱,如影,如影 SC 手持稳定器开箱体验【BB Time第209期】,190,13:22,1564797602
61816748,正片,,手机,索尼,索尼这下快牛逼了_Sony Xperia 1【值不值得买第359期】,95,21:26,1564711203
61470191,BBT,小龙虾,旅行,,资深逮虾户都没吃过这么多口味的小龙虾【BB Time第208期】,76,21:53,1564538419
61379926,正片,耳机,影音,PowerBeats,干儿子比亲儿子还亲 PowerBeats Pro 完全无线耳机【值不值得买第358期】,191,13:44,1564453668
60773440,正片,手环,穿戴,小米,被放进手环的小爱同学竟遭如此阉割_小米手环4NFC【值不值得买第357期】,191,11:31,1564106420
60443308,BBT,蹦床,运动,,蹦床后妻帅到模糊【BB Time第207期】,21,8:49,1563933648
60333554,正片,耳机,影音,索尼,不仅仅是分体式蓝牙耳机（上）_Sony WF-1000XM3降噪耳机【值不值得买第356期】,191,18:26,1563847253
60100181,其它,,录播,,TESTV四周年欢乐直播7点到10点的录播,21,180:24:00,1563695960
59727164,正片,小爱老师,教育,小米,再见，小爱老师！小米小爱老师【值不值得买第355期】,191,11:58,1563501616
59719496,其它,,广告,,TESTV4周年，只是个开始。,166,4:06,1563451302
59442169,BBT,机器人,运动,,体感操控机甲对战【BB Time第206期】,191,16:28,1563328829
59340946,正片,乐器,教育,Populele,我会唱跳Rap弹琴_Populele尤克里里【值不值得买第354期】,191,11:24,1563242446
58793886,正片,手表,穿戴,三星,来自银河的手表_三星Galaxy Watch Active【值不值得买第353期】,191,16:13,1562896809
58395161,正片,录音笔,影音,搜狗,TESTV间谍的秘密武器？搜狗C1 智能录音笔【值不值得买第352期】,191,14:58,1562637623
58379987,BBT,泰国,旅行,,老板再次勇闯泰国【BB Time第205期】,21,24:52:00,1562724058
57859836,正片,投影仪,影音,小米,私人影院都有了，那小姐姐？_米家激光投影电视4k【值不值得买第351期】,191,12:41,1562292023
57582747,BBT,投影仪,开箱,小米,体验米家激光投影电视【BB Time第204期】,191,19:51,1562119253
57530884,正片,,摄影,理光,拍妹子不再雨女无瓜_理光GR3【值不值得买第350期】,190,24:58:00,1562032832
57084262,其它,,广告,,TESTV夏运动相机视频大赛成绩揭晓！,190,6:14,1561697545
57005741,正片,,手机,一加,用了就回不去的手机?-OnePlus 7 Pro【值不值得买第349期】,95,19:03,1561687249
56903803,BBT,手机,开箱,索尼,Sony Xperia1开箱体验【BB Time第203期】,95,10:41,1561600823
56790344,BBT,机器人,开箱,大疆,大疆RoboMaster S1开箱体验【BB Time第202期】,191,8:32,1561514456
56732048,正片,3D打印机,外设,黑创,3D打印梦碎小姐姐？ 黑创SparkMaker FHD光固化3D打印机【值不值得买第348期】,98,18:39,1561428037
56237806,正片,除螨仪,居家,德尔玛,杀死你床上的敌人-德尔玛无线除螨仪【值不值得买第347期】,191,15:24,1561082417
56141620,BBT,运动相机,摄影,GoPro|大疆|索尼,GoPro Action RX0 II运动相机如何选？(下)【BB Time第201期】,190,22:26,1560996005
55944674,正片,,摄影,索尼,索尼RX0 II迷你黑卡2代相机值不值得买【值不值 得买第346期】,190,17:47,1560823256
